key,sha,message,filename
HIVE-21614,f583467f6080f127d8c4c65ba3c407af7eba6873,"HIVE-21614: Derby/Oracle does not support CLOB comparisons when listTableNamesByFilter using the parameter (#3720) (Zhihua Deng, reviewed by Denys Kuzmenko)",ql/src/test/org/apache/hadoop/hive/metastore/TestTablesListByFilter.java
HIVE-21614,f583467f6080f127d8c4c65ba3c407af7eba6873,"HIVE-21614: Derby/Oracle does not support CLOB comparisons when listTableNamesByFilter using the parameter (#3720) (Zhihua Deng, reviewed by Denys Kuzmenko)",standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/DatabaseProduct.java
HIVE-21614,f583467f6080f127d8c4c65ba3c407af7eba6873,"HIVE-21614: Derby/Oracle does not support CLOB comparisons when listTableNamesByFilter using the parameter (#3720) (Zhihua Deng, reviewed by Denys Kuzmenko)",standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
HIVE-21074,856f6b4260d7b39342b2f82cb668fc427664a054,"HIVE-21074: Hive bucketed table query pruning does not work for IS NOT NULL condition (#2931) (Adam Szita, originally contributed by Thai Bui, reviewed by Peter Vary)",ql/src/java/org/apache/hadoop/hive/ql/optimizer/FixedBucketPruningOptimizer.java
HIVE-21074,856f6b4260d7b39342b2f82cb668fc427664a054,"HIVE-21074: Hive bucketed table query pruning does not work for IS NOT NULL condition (#2931) (Adam Szita, originally contributed by Thai Bui, reviewed by Peter Vary)",ql/src/test/queries/clientpositive/bucketpruning1.q
HIVE-21074,856f6b4260d7b39342b2f82cb668fc427664a054,"HIVE-21074: Hive bucketed table query pruning does not work for IS NOT NULL condition (#2931) (Adam Szita, originally contributed by Thai Bui, reviewed by Peter Vary)",ql/src/test/results/clientpositive/llap/bucketpruning1.q.out
HIVE-21074,856f6b4260d7b39342b2f82cb668fc427664a054,"HIVE-21074: Hive bucketed table query pruning does not work for IS NOT NULL condition (#2931) (Adam Szita, originally contributed by Thai Bui, reviewed by Peter Vary)",ql/src/test/results/clientpositive/llap/tez_fixed_bucket_pruning.q.out
HIVE-21075,1a6414acc436e86aa8381fbf52b2afc0840316d9,"HIVE-21075 : Metastore: Drop partition performance downgrade with Postgres (#2826) (Oleksiy Sayankin,  reviewed by Peter  Vary, Yongzhi Chen))",standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-25443,8e693d1b36e1ff0aacd802d16e1a3d0ec72ef04b,HIVE-25443 : Arrow SerDe Cannot serialize/deserialize complex data types When there are more than 1024 values (#2581) (Syed Shameerur Rahman reviewed by Zoltan Haindrich),ql/src/java/org/apache/hadoop/hive/ql/io/arrow/ArrowColumnarBatchSerDe.java
HIVE-25443,8e693d1b36e1ff0aacd802d16e1a3d0ec72ef04b,HIVE-25443 : Arrow SerDe Cannot serialize/deserialize complex data types When there are more than 1024 values (#2581) (Syed Shameerur Rahman reviewed by Zoltan Haindrich),ql/src/java/org/apache/hadoop/hive/ql/io/arrow/Deserializer.java
